,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
120,Christopher Koch,Development of a clinical polygenic risk score assay and reporting workflow,Genotype imputation and variability in polygenic risk score estimation,Novartis BioMedical Research,42.3609988,-71.0974915,Middlesex County,Cambridge,Massachusetts,United States
121,Christopher Vakulskas,Antagonistic control of the turnover pathway for the global regulatory sRNA CsrB by the CsrA and CsrD proteins,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Integrated DNA Technologies,41.6964746,-91.6147556,Johnson County,,Iowa,United States
122,Christopher Vakulskas,Circuitry linking the catabolite repression and Csr global regulatory systems of Escherichia coli,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Integrated DNA Technologies,41.6964746,-91.6147556,Johnson County,,Iowa,United States
123,Christopher Vakulskas,Global role of the bacterial post-transcriptional regulator CsrA revealed by integrated transcriptomics,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Integrated DNA Technologies,41.6964746,-91.6147556,Johnson County,,Iowa,United States
124,Chunlei Zheng, A deep learning algorithm to predict risk of pancreatic cancer from disease trajectories,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Boston University,42.3504215,-71.1032247,Suffolk County,Boston,Massachusetts,United States
125,Claire Rioualen,RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,UAR 3601,-29.8147039,30.8606493,eThekwini Metropolitan Municipality,,KwaZulu-Natal,South Africa
126,Clara Belzer,Akkermansia muciniphila induces gut microbiota remodelling and controls islet autoimmunity in NOD mice,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,Wageningen University Research,51.985445,5.663212,,,Gelderland,Netherlands
127,Claudio Valverde,Comparative Genomics and Evolutionary Analysis of RNA-Binding Proteins of the CsrA Family in the Genus Pseudomonas,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Universidad Nacional de Quilmes,-34.7063779,-58.2785174,,Bernal,Buenos Aires,Argentina
128,Colin  W Taylor,Analysis of protein-ligand interactions by fluorescence polarization,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,Cambridge University,52.2057719,0.1151022,Cambridgeshire,Cambridge,England,United Kingdom
129,Colin  W Taylor,Analysis of protein-ligand interactions by fluorescence polarization,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,"Professor od Cellular Pharmacology, Cambridge University",,,,,,
130,Constantinos E. Alifieris, Overview on the current status of virtual high-throughput screening and combinatorial chemistry approaches in multi-target anticancer drug discovery; Part I,Computational methods for calculation of ligand-binding affinity,Icahn School of Medicine at Mount Sinai,,,,,,
131,Constantinos E. Alifieris, Overview on the current status of virtual high-throughput screening and combinatorial chemistry approaches in multi-target anticancer drug discovery; Part I,Computational methods for calculation of ligand-binding affinity,Mount Sinai,28.5388088,33.9751845,,Saint Catherine,South Sinai,Egypt
132,Craig Herbold,Characterization of a thaumarchaeal symbiont that drives incomplete nitrification in the tropical sponge Ianthella basta,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,School of Biological Sciences,,,,,,
133,Craig Herbold,Characterization of a thaumarchaeal symbiont that drives incomplete nitrification in the tropical sponge Ianthella basta,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Senior Lecturer, School of Biological Sciences, University of Canterbury",,,,,,
134,Craig Herbold,Characterization of a thaumarchaeal symbiont that drives incomplete nitrification in the tropical sponge Ianthella basta,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,University of Canterbury,-43.5240894,172.5803004,Christchurch City,Christchurch,,New Zealand
135,Cristal Zuniga,Linking metabolic phenotypes to pathogenic traits among “Candidatus Liberibacter asiaticus” and its hosts,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",Assistant Professor San Diego State University,,,,,,
136,Cristina Díez-Vives,Integrated metabolism in sponge–microbe symbiosis revealed by genome-centered metatranscriptomics,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Centro Nacional de Biotecnologia (CNB-CSIC),40.544624,-3.6901178,,Madrid,Community of Madrid,Spain
137,Damiao Sampaio De Sousa,Ligand and structure-based virtual screening approaches in drug discovery: minireview,Computational methods for calculation of ligand-binding affinity,Universidade Estadual do Ceará,-3.793843,-38.556243,,Fortaleza,Ceará,Brazil
138,Daniel E. Ho,How medical AI devices are evaluated: limitations and recommendations from an analysis of FDA approvals,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States
139,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Bioinformatics,35.3127161,-80.7419032,Mecklenburg County,Charlotte,North Carolina,United States
140,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Biology,40.5969307,-74.1506332,,New York,New York,United States
141,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Biomedical Engineering,,,,,,
142,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Boston University,42.3504215,-71.1032247,Suffolk County,Boston,Massachusetts,United States
143,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Physics,51.9913067,4.3793078,,Delft,South Holland,Netherlands
144,Daniel Segrè,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Professor at Boston University, Biology, Biomedical Engineering, Physics, Bioinformatics",,,,,,
145,Daniel Sher,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,University of Haifa,32.7609456,35.0204641,,Haifa,Haifa District,Israel
146,Daniela Ribeiro Alves,Virtual screening of citrus flavonoid tangeretin: A promising pharmacological tool for the treatment and prevention of Zika fever and COVID-19,Computational methods for calculation of ligand-binding affinity,Universidade Estadual do Ceará,-3.793843,-38.556243,,Fortaleza,Ceará,Brazil
147,Dariusz Plewczynski,VoteDock: consensus docking method for prediction of protein–ligand interactions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,"Professor of Bioinformatics, University of Warsaw",,,,,,
148,Dariusz Plewczynski,VoteDock: consensus docking method for prediction of protein–ligand interactions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,University of Warsaw,52.2091425,21.0094849,,Warsaw,Masovian Voivodeship,Poland
149,Dariusz Plewczynski,VoteDock: consensus docking method for prediction of protein–ligand interactions,Evaluation of molecular docking using polynomial empirical scoring functions,"Professor of Bioinformatics, University of Warsaw",,,,,,
150,Dariusz Plewczynski,VoteDock: consensus docking method for prediction of protein–ligand interactions,Evaluation of molecular docking using polynomial empirical scoring functions,University of Warsaw,52.2091425,21.0094849,,Warsaw,Masovian Voivodeship,Poland
151,Dat Duong,Analysis of large-language model versus human performance for genetics questions,Artificial intelligence in clinical and genomic diagnostics,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
152,Dat Duong,Analysis of large-language model versus human performance for genetics questions,Artificial intelligence in clinical and genomic diagnostics,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
153,Dat Duong,Analysis of large-language model versus human performance for genetics questions,Artificial intelligence in clinical and genomic diagnostics,"University of California, Los Angeles",34.0708777,-118.4468503,Los Angeles County,Los Angeles,California,United States
154,David A. Clifton,Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,University of Oxford,51.7587075,-1.2556685,Oxfordshire,Oxford,England,United Kingdom
155,David Bates,The potential of artificial intelligence to improve patient safety: a scoping review,Artificial intelligence in clinical and genomic diagnostics,Harvard Medical School,,,,,,
156,David Bates,The potential of artificial intelligence to improve patient safety: a scoping review,Artificial intelligence in clinical and genomic diagnostics,"Professor of Medicine, Harvard Medical School",,,,,,
157,David C.S. Wong, The promise of artificial intelligence: a review of the opportunities and challenges of artificial intelligence in healthcare,Artificial intelligence in clinical and genomic diagnostics,Postdoctoral researcher,,,,,,
158,David C.S. Wong, The promise of artificial intelligence: a review of the opportunities and challenges of artificial intelligence in healthcare,Artificial intelligence in clinical and genomic diagnostics,"Postdoctoral researcher, University of Cambridge",,,,,,
159,David C.S. Wong, The promise of artificial intelligence: a review of the opportunities and challenges of artificial intelligence in healthcare,Artificial intelligence in clinical and genomic diagnostics,University of Cambridge,52.2109456,0.092005,Cambridgeshire,Cambridge,England,United Kingdom
